"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"5161","23522576","1103837388734910465",2019-03-08 01:58:36,"sourpatchheart","@fws2896 Joe has flu. Donna has now lost her voice. I’m sanitizing all the things, all the time. I’m just like https://t.co/dkFW6LUbjH","Twitter for iPhone",-84.2700179,37.8393332,"148 Lost Fork Rd, Richmond, KY 40475, USA","Kentucky"
"5162","1209603074","1103837309521285125",2019-03-08 01:58:17,"KyleNeubeck","@bucketsholloway Oh absolutely, his voice is tied to some of my earliest sports memories. The Flu Game being one of them. It’s a bummer","Tweetbot for iΟS",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"5163","33835869","1103837254798041088",2019-03-08 01:58:04,"nuunhydration","@jinc_nyc I just got over the flu and I took it easy! It's so tough to chill out when you're sick! -MJ #nuunchat","Twitter Web Client",-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA","Washington"
"5164","187238041","1103837250507456520",2019-03-08 01:58:03,"desdunlap","Was unknowingly exposed to the flu today and the hypochondriac in me is jumping out of her skin 🥴","Twitter for iPhone",-98.4936282,29.4241219,"159 Dolorosa, San Antonio, TX 78205, USA","Texas"
"5165","622631781","1103837190696722434",2019-03-08 01:57:49,"MedlineMasson","@goldchain_flu On top of that Wade hid the fact that Michael set him up with his OWN niece Brandi Jackson. They were together for 7yrs but the media refuses to publicize it because they make more money off of controversy. We all can agree MJ made a horrible decision by allowing kids in his bed https://t.co/yL4IEl177T","Twitter Web Client",-95.2860474,29.5635666,"9707 E Broadway St, Pearland, TX 77584, USA","Texas"
"5166","622631781","1103836541741400064",2019-03-08 01:55:14,"MedlineMasson","@goldchain_flu I think they would be seen as more credible if they did not search for a book deal and hide it from the courts when they filed a civil suit. James Safechuck own cousin who was at Neverland exposed his lies during the 1st lawsuit. They are pulling Jussie Smollett.","Twitter Web Client",-95.2860474,29.5635666,"9707 E Broadway St, Pearland, TX 77584, USA","Texas"
"5167","470798717","1103837155519008768",2019-03-08 01:57:40,"JKrimmel11","Despite a snotty nose &amp; cough, this little girl still wanted to do some selfies! Hope this little girl kicks this cold soon...it’s been a rough couple of weeks for her after having the flu &amp; now a cold...flu shot did not work for her this year! Seeing your kid sick is the worst! https://t.co/VmzOD9ivuM","Twitter for iPhone",-78.3889024,40.4272949,"601 S Juniata St, Hollidaysburg, PA 16648, USA","Pennsylvania"
"5168","2716297870","1103837097960574977",2019-03-08 01:57:27,"HallTrue","After the flu hits your team.. they figure it out.. 💙Weathergirls ready for Battle with a BIG 0!
@blt0103 @pflanny14 #weathergirlswerk #youthqueens","Twitter for iPhone",-76.5710753,39.1073317,"114 Catalfa Ave, Pasadena, MD 21122, USA","Maryland"
"5169","49459580","1103836983116218368",2019-03-08 01:56:59,"LimitedHero55","@Professorbroman Hear me out ... @KenBurns National Parks, plenty of fun facts, beautiful pictures, you don’t feel like you’re missing much if you need to go throw up, and inspiration to get you to fight this flu and get outdoors!","Twitter for iPhone",-117.8265049,33.6845673,"Harvard-Alton, Irvine, CA, USA","California"
"5170","3430256637","1103836846415581186",2019-03-08 01:56:27,"cassreed6","I seriously need summer to come because this whole flu thing has literally almost killed me 😷🤒","Twitter for iPhone",-83.0751869,40.1578402,"5 W Olentangy St, Powell, OH 43065, USA","Ohio"
"5171","2634669941","1103836571407659009",2019-03-08 01:55:21,"Maddie_Allman","My whole family is sick with the flu rn so RIP me when I go home for spring break this weekend","Twitter for iPhone",-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA","Ohio"
"5172","497498579","1103836090706915338",2019-03-08 01:53:26,"SamanthaPeters0","I’ve been out of work a week because I had the flu and I have to go back tomorrow. Idk if I can handle it","Twitter for iPhone",-83.9207392,35.9606384,"800 Lee Hwy, Knoxville, TN 37902, USA","Tennessee"
"5174","14526644","1103835981881528326",2019-03-08 01:53:01,"chrispugh3","Columbus 3-year-old dies from flu #Ohio #flu https://t.co/04IHRNGbMn","Buffer",-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA","Ohio"
"5176","140097229","1103835836620128263",2019-03-08 01:52:26,"michvas12","@PolicyScholar Vaccines coming out. I know I don’t want that. I don’t want the flu vaccine or the hpv vaccine but I’ll have no choice if they mandate it. So everyone’s rights will be taken from them. Wake up","Twitter for iPhone",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"5177","430440806","1103835705766219776",2019-03-08 01:51:55,"Abooker11","@breanna_alicee A flu shot. Cause I’m sick of you","Twitter for iPhone",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"5178","1026600091057041408","1103835681091141632",2019-03-08 01:51:49,"ghost_h_malone","I gotta take my sister to the clinic tomorrow cuz she thinks she's got the flu

it's like the house of typhoid mary up in here djgjskdhr WE'RE ALL GETTING SICK","Twitter for Android",-82.907123,40.4172871,"1664 Township Hwy 165, Ashley, OH 43003, USA","Ohio"
"5179","2348852162","1103835477763866624",2019-03-08 01:51:00,"NewsFromThePugh","Columbus 3-year-old dies from flu #Ohio #flu https://t.co/iPrY8cGi7o","Buffer",-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA","Ohio"
"5180","14221365","1103835397572968448",2019-03-08 01:50:41,"suzrunnr68","@ebruenig My kids and I all got the flu this year. We were vaccinated which docs said likely lessened the severity for us. My healthy 11 year old got two strains, missed 8 days of school, and developed pneumonia. I’ve never seen my totally healthy kids so sick. Will still vaccinate.","Twitter for iPhone",-97.7430608,30.267153,"501 Congress Ave, Austin, TX 78701, USA","Texas"
"5181","36008053","1103835238810058752",2019-03-08 01:50:03,"mikedank9","@saITgeek @businessinsider Also I’d like to know what mitigating controls or alternatives you have to the vaccines for smallpox, polio, measles, mumps, tetanus, meningitis you know of?  How about even the damn yearly flu?  What are your alternatives? Crushed herbal drink? Eat lots of fruit? C’mon now...","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5182","36008053","1103829980570513408",2019-03-08 01:29:10,"mikedank9","@saITgeek @businessinsider What's your stance then? Which vaccinations should be skipped?  And yes, it is my view that everyone should get ALL of the vaccinations recommended by your typical doctor (even the most average doc has 1000x+ medical knowledge than us).  Also get the flu shots to save more misery","Twitter Web App",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5183","197297933","1103835226999009282",2019-03-08 01:50:01,"viewfromthepugh","Columbus 3-year-old dies from flu #Ohio #flu https://t.co/wlC9K4ZCUz","Buffer",-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA","Ohio"
"5184","1090038422604038145","1103835201531195392",2019-03-08 01:49:54,"ognightwingg","I hate the flu.","Twitter for Android",-79.0192997,35.7595731,"New Hope, NC, USA","North Carolina"
"5185","115644939","1103835054201962496",2019-03-08 01:49:19,"labmedpath","This is great news for our patient populations most vulnerable to complications of the flu. https://t.co/9yZnNioe2Y","LinkedIn",-122.4194155,37.7749295,"Unnamed Road, San Francisco, CA 94102, USA","California"
"5186","3100811132","1103835031884058624",2019-03-08 01:49:14,"Jtaye11","It really be flu season🤦🏽‍♂️","Twitter for iPhone",-118.032844,33.9791793,"13363-13399 Philadelphia St, Whittier, CA 90601, USA","California"
"5187","75666188","1103835025957683201",2019-03-08 01:49:13,"lalacan2","I’m going to need one of my ATX friends to go to the @GameOfThrones experience at SXSW for me. This flu is not gonna let me go! 😩","Twitter for iPhone",-98.4936282,29.4241219,"159 Dolorosa, San Antonio, TX 78205, USA","Texas"
"5190","1087829361749721088","1103834454508789760",2019-03-08 01:46:56,"22EmRodriguez","I think I have the flu 🤮. Team still needs me. #BullheadCity Against PV Vegas https://t.co/1anjOgHaux","Twitter for iPhone",-110.9747108,32.2226066,"255 W Alameda St, Tucson, AZ 85701, USA","Arizona"
"5191","25529650","1103834448901025792",2019-03-08 01:46:55,"_MissMelody","@SexyBubba67 Had xray no pneumonia...+ Flu type A...","Twitter Web App",-123.0220289,44.0462362,"141 Pioneer Pkwy E, Springfield, OR 97477, USA","Oregon"
"5194","809845767368163329","1103833987867303938",2019-03-08 01:45:05,"TheLuckCharm","@datbatmandoe_ Seriously! I have the flu and some Netflix on my switch in bed would be realllll nice","Twitter for Android",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"5196","245108651","1103833952178049025",2019-03-08 01:44:57,"beccahensley13","Well there’s a first time for everything. I have the flu. Haven’t ever felt like this before. Hopefully my body can shake this soon so I can get back to work ASAP. I just hate letting people down.","Facebook",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5197","1642025306","1103833886461698049",2019-03-08 01:44:41,"TwitticusFinch_","I asked my Alexa to give me new ideas of how to treat the flu. Her response was “ I’m sorry, I can’t do that.” I-Robot looking ass tryna kill me smh.","Twitter for iPhone",-98.4936282,29.4241219,"159 Dolorosa, San Antonio, TX 78205, USA","Texas"
"5198","31165657","1103833550145679361",2019-03-08 01:43:21,"DrMonaLisa2","Is this a cold or SERIOUS FLU? Fever, chills , head ache and severe fatigue may suggest flu but some people NEVER get the fever so don't rely on that feature. GO to the doctor/ RN practitioner.
Readings  1 and 2 hr... https://t.co/HO020deF1S","Facebook",-69.4454689,45.253783,"308 Steward Rd, Monson, ME 04464, USA","Maine"
"5200","1097332180668370944","1103833145558876160",2019-03-08 01:41:44,"realsaralM","This is some sick twisted stuff. It’s amazing that people still trust the government.  https://t.co/Jcox64qoKF","Twitter for iPhone",-74.4056612,40.0583238,"Jackson, NJ 08527, USA","New Jersey"
"5201","2767764895","1103832884656394241",2019-03-08 01:40:42,"VTracy7","Doesn't he just make you melt!? #DigitalHugsAndKisses cuz it's flu season #langchat Oh and you're 72 miles away https://t.co/QKmDR487IQ","TweetDeck",-91.9623327,30.9842977,"1025 LA-1181, Plaucheville, LA 71362, USA","Louisiana"
"5203","2471758170","1103832778544766976",2019-03-08 01:40:17,"GamingBlueMoon","The. Flu. Sucks.","Twitter for Android",-72.6733723,41.7658043,"P O Box 341193, Hartford, CT 06103, United States","Connecticut"
"5204","361564983","1103832750623084544",2019-03-08 01:40:10,"WhosThatDracula","When I called to refill a prescription, the automated message at the beginning that normally says, ""get your flu shot"" instead said, ""get your measles vaccine."" Vaccinate your kiiiidddssss","Twitter for Android",-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA","Washington"
"5205","27552384","1103832552433954818",2019-03-08 01:39:23,"megancheese","We both have co-workers who had the flu 😷 https://t.co/qvRY66ziwS","Twitter for iPhone",-86.158068,39.768403,"Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA","Indiana"
"5206","955939372536393735","1103832550978584576",2019-03-08 01:39:23,"SottileGina","@Dhasaquestion2 I must know what man flu means lol... Just curious","Twitter for Android",-76.4730122,37.0870821,"725 Town Center Dr, Newport News, VA 23606, USA","Virginia"
"5207","713107684581588994","1103832391196524545",2019-03-08 01:38:44,"RussTaylorPhD","@terry_go_online @LadyLovesTaft I haven't been drinking! ... Honest! But this flu medicine might be making me a bit loopy.","Twitter for Android",-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA","Connecticut"
"5208","28453777","1103832263320494081",2019-03-08 01:38:14,"ShaunaGee","Scientists Resume Efforts To Create Deadly Flu Virus, With US Government's Blessing https://t.co/eJLBXbMPZq","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"5210","365576997","1103832232396050432",2019-03-08 01:38:07,"CoyoteDuran","5.1/5)...A really bad one. That's what I get for NOT getting last year's flu shot - as one with diabetes SHOULD do. Because of this development, I had to miss Ash Wednesday service, choir practice and my first Grief Share ministry meeting. I was NOT a happy canid...","Twitter Web Client",-88.3272952,41.8061399,"2 N Lincolnway St, North Aurora, IL 60542, USA","Illinois"
"5211","365576997","1103832110341730304",2019-03-08 01:37:37,"CoyoteDuran","4/5) ...(I should have gone with this one before because the word ""art"" - the very most important thing about my website - is now part of the URL.)

I still have to change the banner on my site to reflect its new URL but that won't take long.

Oh, then I caught the flu...","Twitter Web Client",-88.3272952,41.8061399,"2 N Lincolnway St, North Aurora, IL 60542, USA","Illinois"
"5212","1927673918","1103832033598554112",2019-03-08 01:37:19,"nebraskanurse68","Gotta love when someone who believes they have the flu shows up places. I don't have time to get muggle sick. I don't have the spoons to get muggle sick. #thanks #ChronicLife #seriously","Twitter for Android",-99.9018131,41.4925374,"Cliff, NE, USA","Nebraska"
"5213","741170311","1103831966430973953",2019-03-08 01:37:03,"_glitchgypsy","@Morganxx7 @Noel_Romann4 I s2g if I get the flu you’re both in charge of taking care of me","Twitter for iPhone",-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA","Texas"
"5214","610260548","1103831954166857728",2019-03-08 01:37:00,"iLove_Cookiezz","Why this flu a try mash up my birthday?","Twitter for Android",-87.8631362,42.8858503,"3563 E Puetz Rd, Oak Creek, WI 53154, USA","Wisconsin"
"5215","433504804","1103831848608645120",2019-03-08 01:36:35,"KimPaddockASD","@AquaVelvaBoy @VeritasEver @Zigmund_Fraud @what_if_007 @BeckyJohnson222 @fiski70 @EmmaGPaley @JuliaHadley15 @djt10 @SueQuez @jkellyca @badzoot7 @doritmi @BarbaraMcK42 @boglethemind @Rosewind2007 @Awithonelison @Siubhan_H @jpsportsminer @ThisMomHCN @Plasticdoe @mcfunny @GeoffSchuler @salbob16 @regina1775 @RBuzzy1111 @Vbalance03 @ChrisJohnsonMD @and_kell @janem1276 @carlsmythe @SuzieQT11 @NancyARandazzo @anoticingsenpai @TinFoilAwards @Wandaspangler2 @MommaBearReborn @kidoctr @jjfox123 @nyscof @JWC003 @1002Loola @and_McDowell @SpectrumMan2 @LTock @JulietPatriot @debunkdenialism @Takethatdoctors @Annacreegan @dkegel I'm so sorry to hear that. It's heartbreaking. Connections to dementia and flu shots are being made. I haven't had a flu shot since 1986 and I haven't had the flu.","Twitter Web Client",-114.7420408,44.0682019,"Stanley, ID 83278, USA","Idaho"
"5216","903364211706880002","1103831776798142464",2019-03-08 01:36:18,"Eezuz6","@djgreentongue @Excision @SullivanKing You bet 🤘 just finishing recovering from this flu shit.  So you already know  what’s good.","Twitter for iPhone",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"5217","549134265","1103831714189570048",2019-03-08 01:36:03,"angrybeavver","*finally stops feeling shitty from the flu*
Me: :) 
*immediately gets hives from the medication to stop the flu* 
Me: :(","Twitter for iPhone",-115.1398296,36.1699412,"160 N Las Vegas Blvd, Las Vegas, NV 89101, USA","Nevada"
"5219","863593497466744832","1103831532760895488",2019-03-08 01:35:20,"runnermindy","Sorry - no #TheResident review from me this week as I have been struggling with recovering from the flu. This cold and flu season has been no joke this year.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5220","1095583341494050818","1103831471008243713",2019-03-08 01:35:05,"Angiel25946uzz0","@mike_triforce @Pappygerl @Cdmakeupartist1 @WaHealthSec google this: the effectiveness of 2016 years flu shot was less than %40

you'll see articles from cnn, nytimes, etc.","Twitter for Android",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"5221","624984836","1103831250912067585",2019-03-08 01:34:13,"PhilipGarlitz","Scientists Resume Efforts To Create Deadly Flu Virus, With US Government's Blessing https://t.co/31ralBkeMc","Facebook",-84.4274744,42.722257,"2090 W Grand River Ave, Okemos, MI 48864, USA","Michigan"
"5222","999537956242239488","1103830895126040577",2019-03-08 01:32:48,"iAmCoSav_","Kannon supposed to have the flu and in ya running round.","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5223","560777131","1103830859076067328",2019-03-08 01:32:39,"Miragespa_stl","Better than Home show clearance prices &amp; without the crowds or catching the flu. All in stock models are reduced! Hurry in for best selection just in time for spring. #hottub #hottubsale #spaclearancesale #clearancesale #lifestyleupgrade https://t.co/c3PX5xdQVp","Twitter for iPhone",-90.406785,38.5833862,"301 N Kirkwood Rd, Kirkwood, MO 63122, USA","Missouri"
"5224","1009609566772965376","1103830730566701057",2019-03-08 01:32:09,"AmaraLynn5","So I made it 7 hours before my boss finally forced me to leave to go to the doctor. I gots the stomach flu... have a photo of me looking all shitty and vulnerable. https://t.co/6JNCfybxCq","Twitter for Android",-88.7878678,43.7844397,"Metomen, WI, USA","Wisconsin"
"5225","74221495","1103830490354761728",2019-03-08 01:31:11,"noeyedee","Everybody around me is catching the flu and shit while my immune system stacking Ws","Twitter for iPhone",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"5226","155329912","1103830434553712640",2019-03-08 01:30:58,"SkinAndHealth","Flu Shot Myths Debunked, Why You Need a Flu Shot 
 https://t.co/PF75RcSQgg https://t.co/BXKliW8W2y","Viral Content Buzz",-86.5804473,35.5174913,"Shelbyville, TN 37160, USA","Tennessee"
"5228","1103488954140106753","1103830336042094592",2019-03-08 01:30:34,"blueraven2021","So today was my first day back from having the flu. The first graders I work with made me a card and have it to me saying they appreciate me and one asked to pray that I don’t get sick again. I swear kids have the biggest hearts. #Crying https://t.co/7t2d7wwNHa","Twitter for iPhone",-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA","Maryland"
"5229","975377239679422465","1103830014473183233",2019-03-08 01:29:18,"lovetoread423","These two have my whole heart and my last nerve! ❤️😂 No flu, no strep, just a virus with a fever staying around  101. 😢 I hope this passes quickly for him. https://t.co/mkntD6tZYM","Twitter for iPhone",-91.8318334,37.9642529,"10995 Co Rd 8150, Rolla, MO 65401, USA","Missouri"
"5230","1048947260250316802","1103829840527089664",2019-03-08 01:28:36,"gayershot","30. week 1 clearing both delta and sigma (the latter while deliriously sick with the flu) is probably my greatest accomplishment","Twitter Web Client",-97.678896,30.5082551,"106 S Mays St, Round Rock, TX 78664, USA","Texas"
"5231","2742868833","1103829636990095360",2019-03-08 01:27:48,"PiattHalee","Ya girl not only has type A flu but B TOO!!! Pray for a sister bc I feel like death! 🥴","Twitter for iPhone",-98.3078258,34.3598075,"122 E Oklahoma Ave, Walters, OK 73572, USA","Oklahoma"
"5232","47646405","1103829524582674432",2019-03-08 01:27:21,"fishepa","@Professorbroman Someone didn’t get a flu shot...","Twitter for iPhone",-86.902298,32.3182314,"320 Co Rd 43, Tyler, AL 36785, USA","Alabama"
"5233","1090621495993425920","1103829520946286594",2019-03-08 01:27:20,"gustinjoist","@ianward10 @BarstoolYSU The flu season is in full effect. Doctors are for pussys","Twitter for iPhone",-80.6495194,41.0997803,"3545 Market St, Youngstown, OH 44503, USA","Ohio"
"5234","3322635478","1103829470291652609",2019-03-08 01:27:08,"waynesimms105","about to watch a movie its a night and drink my teat trya get this flu shit out","Twitter Web Client",-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA","Connecticut"
"5235","48161776","1103829395968573440",2019-03-08 01:26:50,"Amen_FaSHAN","@__ccn That's why you getting the flu 😂","Twitter for Android",-75.1652215,39.9525839,"1500 PA-3, Philadelphia, PA 19102, USA","Pennsylvania"
"5236","710143916511666176","1103829315521777664",2019-03-08 01:26:31,"md_newell","While I value an opinion, facts are the reality my role as a physician is to give you these facts #VaccinesSaveLives vaccinations for flu and tdap help both you and your baby.","Twitter for iPhone",-105.0166498,39.613321,"2420 W Main St, Littleton, CO 80120, USA","Colorado"
"5237","3312856520","1103820299147984896",2019-03-08 00:50:41,"jodieaustriaa","every time I eat, my stomach feels uneasy.. this flu gots to go 👏","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"5238","3312856520","1103829216225705984",2019-03-08 01:26:07,"jodieaustriaa","The flu ain’t no joke 🥴","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"5239","1087452594686124038","1103829188778385408",2019-03-08 01:26:01,"IgnatiausAMV","Have the flu. Watching the Promised Neverland with zero expectations. Oh god, the first episode is a feels trip.","Twitter Web App",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"5240","1450240898","1103828738087755777",2019-03-08 01:24:13,"TheNerdinaSkirt","Things my body crave when I have the flu:
Salad
The gym
Bajillions of cold of hot tea and broth

You know, if my body craved this when I wasn't sick, I would probably be a lot healthier and wouldn't get sick.","Twitter for Android",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"5241","208453771","1103828215938789377",2019-03-08 01:22:09,"johngmoseley","Flu recovery 101, this is how Daddy makes Shea feel better.  Who likes chocolate with bananas and rice krispies? @ The Melting Pot https://t.co/RxAEySGudu","Instagram",-81.3498211,34.1659795,"1420 Chapin Rd, Chapin, SC 29036, USA","South Carolina"
"5242","3122272075","1103828164483133440",2019-03-08 01:21:57,"RachelCM91","@dominos Sending drivers who have the flu to deliver food? That’s how the flu spreads... and don’t tell customers you have the flu when you drop it off!!","Twitter for iPhone",-76.8867008,40.2731911,"1500 N 6th St, Harrisburg, PA 17102, USA","Pennsylvania"
"5243","2895931914","1103828152655273984",2019-03-08 01:21:54,"1UnicornHarley","@Jaclynhill I had the flu in early February. I have never been so sick in my life! 104° fever. Thought I was gonna die!","Twitter for Android",-94.7976958,29.3013479,"711 27th St, Galveston, TX 77550, USA","Texas"
"5244","825566374105841668","1103827484288733186",2019-03-08 01:19:15,"katieFlanAT","@ProfOfSarcasm The ‘Holiday Flu’?","Twitter for iPhone",-77.3663538,35.612661,"201 S Summit St, Greenville, NC 27858, USA","North Carolina"
"5245","825566374105841668","1103827938678579201",2019-03-08 01:21:03,"katieFlanAT","@ProfOfSarcasm P.S. my chair scheduled a 3:30 pm meeting on Friday before break. He cancelled as most were out of town ‘at a conference.’ I’m thinking ‘Faculty Flu’","Twitter for iPhone",-77.3663538,35.612661,"201 S Summit St, Greenville, NC 27858, USA","North Carolina"
"5246","2559411612","1103827770419884037",2019-03-08 01:20:23,"Captmorgan0724","Well crew after being down with the flu for most this week I’ll be back on in a bit tonight keep an eye out for the tweet and the notification hope you all had a great week and keep on being awesome you all rock!! https://t.co/7dAXsMZlbl","Twitter for iPhone",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"5247","2364945805","1103827606896590853",2019-03-08 01:19:44,"InnerStrengthFS","💫Yoga Tasting Class Change💫  Piyo @ 1pm is changed to Mellow Flow w/Maryellen ♥️ #yogatasting #grandopening #cozyspace #mellowflow The nasty flu got to our PiYo Goddess 😢 https://t.co/m96wVBGmtK https://t.co/NETbqJK6Rg","IFTTT",-75.3704579,40.6259316,"833 Linden St, Bethlehem, PA 18018, USA","Pennsylvania"
"5249","35272099","1103826809093844995",2019-03-08 01:16:34,"EricaLeighWhite","So, my dad probably has the flu, &amp; he was in my space. I don’t want ya germs, boo! He won’t go to the doctor, &amp; he asked how long does the flu last.  Then, he told me he was tougher than I give him credit for after I told him it lasts about a week w/o Tamiflu. #Mmmhmm 🙄🤦‍♀️ https://t.co/CniAlp3ek3","Twitter for iPhone",-80.8431267,35.2270869,"106 S Tryon St, Charlotte, NC 28280, USA","North Carolina"
"5250","848937849109979136","1103826600439828480",2019-03-08 01:15:44,"lazygirl_lori","An Antibody-Inspired Small Molecule Could Make For A Better Flu Treatment https://t.co/fEIurnnI5g","Twitter Web Client",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"5252","117535825","1103826473297891328",2019-03-08 01:15:13,"conniewolff","How to Flu-Proof Your Home https://t.co/N1J86BB58i","Facebook",-79.9958864,40.4406248,"572-598 Grant St, Pittsburgh, PA 15219, USA","Pennsylvania"
"5253","117535825","1103826431296131072",2019-03-08 01:15:03,"conniewolff","How to Flu-Proof Your Home https://t.co/N1J86BB58i https://t.co/S6sqqPlhWw","InStockSocial",-79.9958864,40.4406248,"572-598 Grant St, Pittsburgh, PA 15219, USA","Pennsylvania"
"5254","3290704859","1103826403835953152",2019-03-08 01:14:57,"asapkenssr","It’s Supposed To Snow &amp; I Got The Flu I Think I’m Staying In Tonight.🤪","Twitter for iPhone",-84.2700179,37.8393332,"148 Lost Fork Rd, Richmond, KY 40475, USA","Kentucky"
"5255","1694466902","1103826253927407617",2019-03-08 01:14:21,"tamerastock1","I need to apply there soon as we are over this Flu from Hell.","Twitter Web App",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"5256","617538619","1103826215683661831",2019-03-08 01:14:12,"omgnytia","Bc I have the flu and I’m tired of eating soup and water","Twitter for iPhone",-76.6412712,39.0457549,"1175-1177 Goldfinch Ln, Millersville, MD 21108, USA","Maryland"
"5257","2338153292","1103826055297552384",2019-03-08 01:13:34,"starsoftheseas","Everyone at my work is getting the flu. Help","Twitter for Android",-117.8311428,33.7174708,"15356 Red Hill Ave, Tustin, CA 92780, USA","California"
"5258","17858846","1103825692700094464",2019-03-08 01:12:07,"AnneCW","@patricknathan @moorehn My aunt died of pancreatic cancer (many years ago - she was a young mother.) Had the ""flu"" at Christmas and was dead by June. It's a terrible disease. I hope treatment has improved since my aunt was diagnosed.","Twitter Web Client",-82.583049,35.613225,"213 Richmond Hill Dr, Asheville, NC 28806, USA","North Carolina"
"5259","173998316","1103825340504424449",2019-03-08 01:10:43,"LacyKerel","@kwuchu @AcesOnSpades Yeah stay here with the rats n flu n shit gon head","Twitter for iPhone",-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA","New York"
"5260","822202519287955456","1103825082307223555",2019-03-08 01:09:42,"hannah__joyyy","my baby can never catch a break😩 the flu and now scheduling surgery","Twitter for iPhone",-91.8187285,30.0035365,"215 Julia St, New Iberia, LA 70560, USA","Louisiana"
"5261","513261814","1103824993278820352",2019-03-08 01:09:21,"uwdrwaldorf","@DMAronoff Thank you, David! This work flips the anti-vaccine argument on its head. If you DON’T get vaccinated for flu and end up getting flu - your fetus has higher risk of autism","Twitter for iPhone",-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA","Washington"
"5262","4859594240","1103824818443436032",2019-03-08 01:08:39,"realpaultyler","@ebruenig Why did God create the flu?","Twitter for Android",-111.9400054,33.4255104,"501 S Mill Ave, Tempe, AZ 85281, USA","Arizona"
"5263","786010951925370881","1103824818284228610",2019-03-08 01:08:39,"SandyMcInturff1","@BenSFletcher What kind of not well? FLU goes that route, so does severe sepsis in some instances.","Twitter for Android",-78.6568942,37.4315734,"Woolridge Rd, Dillwyn, VA 23936, USA","Virginia"
"5264","6819202","1103824625589456896",2019-03-08 01:07:53,"ToddHellsKitch","This Is the Truth About Vaccines https://t.co/oMiXRU47fd","Twitter for Android",-73.9918181,40.7637581,"458 W 49th St, New York, NY 10019, USA","New York"
"5266","2569381593","1103824344659185664",2019-03-08 01:06:46,"megannhaless","if you have the flu and your around someone that also had the flu can you get the flu more??? thx asking for a friend😹","Twitter for iPhone",-91.9623327,30.9842977,"1025 LA-1181, Plaucheville, LA 71362, USA","Louisiana"
"5267","18163817","1103824289155952640",2019-03-08 01:06:33,"LazyManAndMoney","I think I can no longer dodge the flu that has been ravaging this household.","TweetDeck",-71.3128285,41.4901024,"50 Meeting St, Newport, RI 02840, USA","Rhode Island"
"5268","255830920","1103824282369572864",2019-03-08 01:06:31,"Foreverfury","@lareinedejade @GardJohanna @MyrnaDawn @RepAdamSchiff @Google @facebook The flu probably pushed a house on fire off the cliff, tbh.","Twitter for iPhone",-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA","Texas"
